term_str,stem,n,rank,p,i,stop,max_pos,n_pos,cat_pos
better,better,798,218,0.0005372391562517673,10.862147921262947,0,JJR,8,"{'NNP', 'VBP', 'RB', 'JJ', 'RBR', 'NN', 'JJR', 'VB'}"
nothing,noth,797,219,0.0005365659242263891,10.86395694349482,0,NN,4,"{'JJ', 'NN', 'NNP', 'VBG'}"
whom,whom,795,220,0.0005352194601756328,10.867581807313574,1,WP,3,"{'VB', 'NNP', 'WP'}"
money,money,792,221,0.0005331997640994983,10.873036237405682,0,NN,3,"{'JJ', 'NN', 'NNP'}"
began,began,792,221,0.0005331997640994983,10.873036237405682,0,VBD,1,{'VBD'}
even,even,791,223,0.0005325265320741202,10.8748589730125,0,RB,2,"{'VB', 'RB'}"
last,last,790,224,0.000531853300048742,10.876684014420826,0,JJ,3,"{'JJ', 'NN', 'NNP'}"
next,next,785,225,0.0005284871399218512,10.885844013706302,0,JJ,4,"{'JJ', 'VBP', 'IN', 'RB'}"
kind,kind,783,226,0.0005271406758710949,10.889524360194251,0,NN,3,"{'NN', 'NNP', 'VBN'}"
having,have,774,227,0.0005210815876426915,10.906203101340882,1,VBG,2,"{'NN', 'VBG'}"
tell,tell,753,228,0.0005069437151097503,10.945886802813364,0,VB,6,"{'CC', 'NNP', 'VBP', 'JJ', 'NN', 'VB'}"
several,sever,747,229,0.0005029043229574814,10.957428424696054,0,JJ,2,"{'JJ', 'NNP'}"
year,year,741,230,0.0004988649308052124,10.969063125179458,0,NN,2,"{'NN', 'NNP'}"
things,thing,736,231,0.0004954987706783216,10.97883090142828,0,NNS,3,"{'NN', 'NNS', 'NNP'}"
still,still,730,232,0.0004914593785260527,10.990640203717913,0,RB,3,"{'NN', 'RB', 'VBN'}"
thing,thing,727,233,0.0004894396824499182,10.996581303565698,0,NN,2,"{'NN', 'NNP'}"
slave,slave,721,234,0.00048540029029764934,11.00853740824447,0,NN,5,"{'NNP', 'VBP', 'JJ', 'NN', 'VB'}"
sent,sent,717,235,0.0004827073621961367,11.016563548783388,0,VBD,7,"{'NNP', 'VBP', 'VBD', 'VBN', 'JJ', 'NN', 'VB'}"
name,name,701,236,0.00047193564979008625,11.049122223474669,0,NN,5,"{'NNP', 'VBP', 'JJ', 'NN', 'VB'}"
free,free,700,237,0.0004712624177647081,11.051181745652963,0,JJ,6,"{'NNP', 'VBN', 'JJ', 'NN', 'VBP', 'VB'}"
given,given,698,238,0.0004699159537139518,11.05530963127564,0,VBN,2,"{'NNP', 'VBN'}"
once,onc,695,239,0.0004678962576378173,11.061523689874422,1,RB,4,"{'IN', 'NN', 'RB', 'JJ'}"
rev,rev,694,240,0.00046722302561243915,11.063601004907031,0,NNP,1,{'NNP'}
black,black,690,241,0.0004645300975109266,11.07194030581976,0,JJ,2,"{'JJ', 'NNP'}"
hundred,hundr,689,242,0.0004638568654855484,11.074032684781,0,CD,8,"{'NNP', 'VBD', 'VBN', 'NNS', 'CD', 'UH', 'JJ', 'NN'}"
course,cours,685,243,0.0004611639373840358,11.082432679637403,0,NN,2,"{'NN', 'NNP'}"
slavery,slaveri,680,244,0.000457797777257145,11.093001921347591,0,NN,7,"{'NNP', 'VBP', 'RB', 'VBN', 'JJ', 'NN', 'VB'}"
state,state,676,245,0.0004551048491556324,11.101513421203109,0,NNP,2,"{'NN', 'NNP'}"
find,find,673,246,0.0004530851530794979,11.107930162874975,0,VB,4,"{'IN', 'VB', 'VBP', 'NNP'}"
received,receiv,665,247,0.0004476992968764727,11.12518232709674,0,VBD,4,"{'NNP', 'VBP', 'VBD', 'VBN'}"
against,against,664,248,0.00044702606485109455,11.127353426138367,1,IN,3,"{'IN', 'NNP', 'JJ'}"
want,want,657,249,0.00044231344067344744,11.142643297162962,0,VBP,5,"{'NNP', 'VBP', 'JJ', 'NN', 'VB'}"
wife,wife,656,250,0.0004416402086480693,11.144840852867208,0,NN,2,"{'NN', 'NNP'}"
each,each,655,251,0.00044096697662269113,11.14704176106048,1,DT,2,"{'VB', 'DT'}"
far,far,655,251,0.00044096697662269113,11.14704176106048,0,RB,4,"{'JJ', 'CD', 'NNP', 'RB'}"
both,both,635,253,0.00042750233611512804,11.191780075825765,1,DT,7,"{'CC', 'NNP', 'VBD', 'PDT', 'DT', 'VB', 'NN'}"
speak,speak,634,254,0.0004268291040897499,11.194053827345884,0,VB,8,"{'NNP', 'VBP', 'RB', 'VBN', 'VBZ', 'JJ', 'NN', 'VB'}"
dollars,dollar,631,255,0.00042480940801361547,11.200896662502743,0,NNS,3,"{'NNS', 'NN', 'NNP'}"
believe,believ,630,256,0.0004241361759882373,11.203184839098013,0,VBP,6,"{'NNP', 'VBP', 'RB', 'VBZ', 'NN', 'VB'}"
mind,mind,629,257,0.00042346294396285915,11.205476650606004,0,NN,5,"{'NNP', 'VBP', 'IN', 'NN', 'VB'}"
enough,enough,624,258,0.00042009678383596837,11.216990638623043,0,RB,7,"{'NNP', 'RB', 'VBN', 'IN', 'JJ', 'NN', 'VB'}"
hands,hand,624,258,0.00042009678383596837,11.216990638623043,0,NNS,4,"{'NN', 'NNS', 'NNP', 'VBZ'}"
often,often,623,260,0.0004194235518105902,11.21930450446129,0,RB,4,"{'VB', 'NNP', 'IN', 'RB'}"
sister,sister,622,261,0.00041875031978521205,11.22162208735469,0,NNP,4,"{'JJ', 'NN', 'NNP', 'VB'}"
number,number,620,262,0.00041740385573445574,11.226268452211055,0,NN,2,"{'NN', 'NNP'}"
family,famili,618,263,0.0004160573916836994,11.230929829580917,0,NN,3,"{'NN', 'NNP', 'RB'}"
hand,hand,607,264,0.00040865183940453975,11.25684015122961,0,NN,3,"{'JJ', 'NN', 'NNP'}"
bishop,bishop,600,265,0.00040393921522689265,11.27357416698941,0,NNP,2,"{'NN', 'NNP'}"
toussaint,toussaint,600,265,0.00040393921522689265,11.27357416698941,0,NNP,5,"{'NNP', 'VBP', 'JJ', 'NN', 'VB'}"
west,west,596,267,0.00040124628712538,11.28322433702313,0,NNP,6,"{'NNP', 'RB', 'JJ', 'NN', 'VB', 'JJS'}"
spirit,spirit,581,268,0.0003911478067447077,11.319998504080763,0,NN,6,"{'NNP', 'VBP', 'VBD', 'FW', 'JJ', 'NN'}"
why,whi,581,268,0.0003911478067447077,11.319998504080763,1,WRB,1,{'WRB'}
almost,almost,579,270,0.0003898013426939514,11.324973319496056,0,RB,2,"{'NNP', 'RB'}"
wanted,want,579,270,0.0003898013426939514,11.324973319496056,0,VBD,4,"{'JJ', 'VBP', 'VBD', 'VBN'}"
states,state,578,272,0.00038912811066857324,11.327467174984614,0,NNPS,4,"{'NNS', 'NNP', 'NNPS', 'VBZ'}"
seen,seen,578,272,0.00038912811066857324,11.327467174984614,0,VBN,2,"{'JJ', 'VBN'}"
since,sinc,578,272,0.00038912811066857324,11.327467174984614,0,IN,3,"{'IN', 'NNP', 'VB'}"
room,room,577,275,0.0003884548786431951,11.32996534883981,0,NN,2,"{'NN', 'NNP'}"
however,howev,577,275,0.0003884548786431951,11.32996534883981,0,RB,1,{'RB'}
yes,yes,576,277,0.00038778164661781693,11.33246785604298,0,NNP,8,"{'CC', 'NNP', 'RB', 'NNS', 'VBZ', 'UH', 'JJ', 'NN'}"
anything,anyth,575,278,0.00038710841459243877,11.334974711653555,0,NN,3,"{'NN', 'NNP', 'VBG'}"
conference,confer,571,279,0.0003844154864909262,11.34504592212245,0,NNP,2,"{'NN', 'NNP'}"
read,read,571,279,0.0003844154864909262,11.34504592212245,0,VB,7,"{'NNP', 'VBP', 'VBD', 'VBN', 'JJ', 'VB', 'NN'}"
near,near,571,279,0.0003844154864909262,11.34504592212245,0,IN,5,"{'NNP', 'RB', 'JJ', 'IN', 'VB'}"
quite,quit,569,282,0.0003830690224401699,11.35010801517871,0,RB,8,"{'NNP', 'VBP', 'VBD', 'RB', 'PDT', 'JJ', 'NN', 'VB'}"
themselves,themselv,567,283,0.00038172255838941357,11.355187932543064,1,PRP,3,"{'JJ', 'NN', 'PRP'}"
miles,mile,565,284,0.00038037609433865725,11.360285800182742,0,NNS,2,"{'NNS', 'NNP'}"
held,held,560,285,0.00037700993421176647,11.373109840540327,0,VBD,5,"{'VBP', 'VBD', 'VBN', 'VBZ', 'NN'}"
true,true,560,285,0.00037700993421176647,11.373109840540327,0,JJ,6,"{'NNP', 'RB', 'LS', 'IN', 'JJ', 'NN'}"
look,look,559,287,0.0003763367021863883,11.375688384642102,0,VB,5,"{'NNP', 'VBP', 'VBN', 'VB', 'NN'}"
power,power,558,288,0.00037566347016101015,11.378271545656105,0,NN,2,"{'NN', 'NNP'}"
love,love,557,289,0.000374990238135632,11.38085934014526,0,NN,9,"{'NNP', 'VBP', 'VBD', 'VBN', 'RB', 'RBR', 'NN', 'VB', 'JJR'}"
four,four,557,289,0.000374990238135632,11.38085934014526,0,CD,1,{'CD'}
taken,taken,554,291,0.0003729705420594976,11.388650691436103,0,VBN,2,"{'NNP', 'VBN'}"
something,someth,551,292,0.0003709508459833631,11.396484348914134,0,NN,4,"{'JJ', 'NN', 'NNP', 'VBG'}"
woman,woman,545,293,0.00036691145383109416,11.412280437821003,0,NN,2,"{'NN', 'NNP'}"
word,word,543,294,0.00036556498978033785,11.41758446968093,0,NN,3,"{'WRB', 'NN', 'NNP'}"
looked,look,540,295,0.0003635452937042034,11.425577260434462,0,VBD,3,"{'NN', 'VBD', 'VBN'}"
present,present,540,295,0.0003635452937042034,11.425577260434462,0,JJ,6,"{'NNP', 'VBP', 'VBN', 'JJ', 'NN', 'VB'}"
world,world,540,295,0.0003635452937042034,11.425577260434462,0,NN,2,"{'NN', 'NNP'}"
times,time,538,298,0.00036219882965344706,11.430930494928669,0,NNS,4,"{'NN', 'NNS', 'NNP', 'VBZ'}"
class,class,535,299,0.00036017913357731264,11.438997776196782,0,NN,3,"{'JJ', 'NN', 'NNP'}"
around,around,534,300,0.0003595059015519345,11.441696925797737,0,IN,5,"{'NNP', 'RP', 'RB', 'IN', 'NN'}"
north,north,534,300,0.0003595059015519345,11.441696925797737,0,NNP,6,"{'CC', 'NNP', 'RB', 'IN', 'JJ', 'NN'}"
words,word,533,302,0.00035883266952655633,11.444401134726116,0,NNS,2,"{'NNS', 'NNP'}"
met,met,526,303,0.00035412004534890923,11.46347386819299,0,VBD,7,"{'NNP', 'VBP', 'VBD', 'VBN', 'FW', 'IN', 'NN'}"
land,land,524,304,0.0003527735812981529,11.468969855947842,0,NN,5,"{'NNP', 'VBP', 'VBN', 'NN', 'VB'}"
death,death,521,305,0.00035075388522201844,11.477253295206785,0,NN,4,"{'VB', 'NN', 'NNP', 'JJ'}"
feel,feel,518,306,0.00034873418914588397,11.485584569798739,0,VB,5,"{'NNP', 'VBP', 'JJ', 'NN', 'VB'}"
m,m,513,307,0.00034536802901899324,11.499577841878239,1,NNP,5,"{'NNP', 'VBP', 'POS', 'JJ', 'NN'}"
friend,friend,512,308,0.0003446947969936151,11.502392857485292,0,NN,5,"{'NNP', 'VBP', 'JJ', 'NN', 'VB'}"
brought,brought,511,309,0.0003440215649682369,11.50521337654767,0,VBD,6,"{'NNP', 'VBP', 'VBD', 'VBN', 'JJ', 'NN'}"
smith,smith,509,310,0.0003426751009174806,11.510871011409597,0,NNP,1,{'NNP'}
sunday,sunday,509,310,0.0003426751009174806,11.510871011409597,0,NNP,2,"{'JJ', 'NNP'}"
christian,christian,507,312,0.0003413286368667243,11.516550920481953,0,NNP,3,"{'JJ', 'NN', 'NNP'}"
full,full,507,312,0.0003413286368667243,11.516550920481953,0,JJ,3,"{'JJ', 'NN', 'NNP'}"
thus,thus,504,314,0.0003393089407905898,11.525112933985376,0,RB,2,"{'NNP', 'RB'}"
women,women,503,315,0.00033863570876521167,11.527978267679766,0,NNS,2,"{'NNS', 'NNP'}"
head,head,501,316,0.00033728924471445535,11.533726064290084,0,NN,6,"{'NNP', 'VBP', 'VBN', 'JJ', 'NN', 'VB'}"
point,point,501,316,0.00033728924471445535,11.533726064290084,0,NNP,4,"{'VB', 'NN', 'NNP', 'VBP'}"
used,use,501,316,0.00033728924471445535,11.533726064290084,0,VBD,4,"{'JJ', 'NNP', 'VBD', 'VBN'}"
gone,gone,498,319,0.0003352695486383209,11.54239092541721,0,VBN,4,"{'JJ', 'NN', 'NNP', 'VBN'}"
john,john,498,319,0.0003352695486383209,11.54239092541721,0,NNP,1,{'NNP'}
business,busi,493,321,0.00033190338851143015,11.55694902110738,0,NN,2,"{'NN', 'NNP'}"
fact,fact,489,322,0.0003292104604099175,11.568702202533059,0,NN,2,"{'JJ', 'NN'}"
five,five,486,323,0.00032719076433378305,11.577580353879512,0,CD,2,"{'CD', 'NNP'}"
soul,soul,486,323,0.00032719076433378305,11.577580353879512,0,NN,5,"{'NNP', 'NNS', 'JJ', 'NN', 'VB'}"
pray,pray,485,325,0.0003265175323084049,11.580551920410802,0,VB,9,"{'CC', 'NNP', 'VBP', 'RB', 'NNS', 'VBZ', 'JJ', 'NN', 'VB'}"
whole,whole,485,325,0.0003265175323084049,11.580551920410802,0,JJ,3,"{'JJ', 'NN', 'NNP'}"
cause,caus,484,327,0.00032584430028302674,11.583529620210697,0,NN,7,"{'NNP', 'VBP', 'RB', 'VBN', ""''"", 'NN', 'VB'}"
lived,live,483,328,0.0003251710682576486,11.586513478649518,0,VBD,3,"{'NNP', 'VBD', 'VBN'}"
hear,hear,483,328,0.0003251710682576486,11.586513478649518,0,VB,7,"{'NNP', 'VBP', 'VBZ', 'IN', 'JJ', 'NN', 'VB'}"
dear,dear,483,328,0.0003251710682576486,11.586513478649518,0,JJ,7,"{'NNP', 'VBP', 'RB', 'IN', 'JJ', 'NN', 'VB'}"
war,war,483,328,0.0003251710682576486,11.586513478649518,0,NN,3,"{'JJ', 'NN', 'NNP'}"
passed,pass,482,332,0.0003244978362322704,11.589503521255331,0,VBD,4,"{'NNP', 'VBD', 'VBN', 'RB'}"
matter,matter,476,333,0.00032045844408000153,11.60757509417735,0,NN,1,{'NN'}
order,order,475,334,0.0003197852120546234,11.610609154266982,0,NN,3,"{'JJ', 'NN', 'NNP'}"
condition,condit,473,335,0.00031843874800386706,11.616696484145898,0,NN,2,"{'NN', 'NNP'}"
face,face,471,336,0.00031709228395311075,11.62280960787251,0,NN,4,"{'VB', 'NN', 'VBP', 'VBN'}"
live,live,470,337,0.0003164190519277326,11.625875910920293,0,VB,6,"{'NNP', 'VBP', 'VBZ', 'JJ', 'NN', 'VB'}"
washington,washington,470,337,0.0003164190519277326,11.625875910920293,0,NNP,1,{'NNP'}
leave,leav,468,339,0.0003150725878769763,11.632028137901887,0,VB,6,"{'NNP', 'VBP', 'JJ', 'NN', 'JJR', 'VB'}"
interest,interest,468,339,0.0003150725878769763,11.632028137901887,0,NN,2,"{'NN', 'NNP'}"
eyes,eye,468,339,0.0003150725878769763,11.632028137901887,0,NNS,5,"{'NNP', 'NNS', 'JJ', 'VB', 'NN'}"
kept,kept,468,339,0.0003150725878769763,11.632028137901887,0,VBD,9,"{'VBP', 'VBD', 'VBN', 'FW', 'NNS', 'VBZ', 'JJ', 'NN', 'VB'}"
england,england,467,343,0.0003143993558515981,11.63511411777563,0,NNP,1,{'NNP'}
town,town,466,344,0.00031372612382621996,11.638206712831012,0,NN,3,"{'JJ', 'NN', 'NNP'}"
tuskegee,tuskege,465,345,0.0003130528918008418,11.6413059514899,0,NNP,3,"{'VB', 'NNP', 'JJ'}"
remember,rememb,465,345,0.0003130528918008418,11.6413059514899,0,VBP,4,"{'VB', 'NN', 'VBP', 'NNP'}"
became,becam,463,347,0.0003117064277500855,11.647524474225056,0,VBD,3,"{'VBP', 'VBD', 'NNP'}"
till,till,463,347,0.0003117064277500855,11.647524474225056,0,NN,16,"{'NNP', 'VBP', 'VBD', 'RB', 'VBN', 'RP', 'FW', 'VBZ', 'NNS', ""''"", 'EX', 'JJ', 'IN', 'NN', 'VB', 'MD'}"
able,abl,461,349,0.0003103599636993292,11.653769917055955,0,JJ,2,"{'JJ', 'NNP'}"
set,set,459,350,0.00030901349964857286,11.660042514071485,0,VBN,7,"{'NNP', 'VBP', 'VBD', 'VBN', 'JJ', 'VB', 'NN'}"
freedom,freedom,452,351,0.0003043008754709258,11.682213895070104,0,NN,6,"{'NNP', 'VBP', 'RB', 'JJ', 'NN', 'VB'}"
whose,whose,450,352,0.0003029544114201695,11.688611666268255,0,WP$,3,"{'JJ', 'NNP', 'WP$'}"
between,between,450,352,0.0003029544114201695,11.688611666268255,1,IN,3,"{'IN', 'NNP', 'JJ'}"
hard,hard,450,352,0.0003029544114201695,11.688611666268255,0,JJ,6,"{'NNP', 'VBP', 'RB', 'JJ', 'NN', 'VB'}"
negroes,negro,449,355,0.00030228117939479134,11.691821222744146,0,NNS,4,"{'JJ', 'NNS', 'NNP', 'VBZ'}"
together,togeth,446,356,0.00030026148331865687,11.701492957564987,0,RB,4,"{'JJ', 'NN', 'RP', 'RB'}"
dr,dr,444,357,0.00029891501926790056,11.707976991135187,0,NNP,1,{'NNP'}
education,educ,441,358,0.0002968953231917661,11.717758011927772,0,NN,3,"{'VB', 'NN', 'NNP'}"
public,public,437,359,0.0002942023950902535,11.730903387984693,0,JJ,3,"{'JJ', 'NN', 'NNP'}"
meetings,meet,434,360,0.00029218269901411904,11.740841625040813,0,NNS,3,"{'NN', 'NNS', 'NNP'}"
de,de,433,361,0.0002915094669887409,11.744169642758568,0,FW,10,"{'NNP', 'VBP', 'FW', 'RB', 'RP', 'VBN', 'JJ', 'IN', 'NN', 'VB'}"
hope,hope,431,362,0.00029016300293798457,11.750848798396195,0,NN,5,"{'NNP', 'VBP', 'VBN', 'NN', 'VB'}"
pay,pay,431,362,0.00029016300293798457,11.750848798396195,0,VB,5,"{'NNP', 'VBP', 'JJ', 'NN', 'VB'}"
prayed,pray,430,364,0.0002894897709126064,11.754200007895832,0,VBD,7,"{'VBP', 'VBD', 'VBN', 'NNS', 'JJ', 'NN', 'VB'}"
visit,visit,429,365,0.00028881653888722825,11.757559019985747,0,NN,9,"{'NNP', 'VBP', 'FW', 'VBZ', 'NNS', 'IN', 'JJ', 'NN', 'VB'}"
known,known,428,366,0.0002881433068618501,11.760925871084146,0,VBN,6,"{'RP', 'VBN', 'IN', 'JJ', 'NN', 'VB'}"
turned,turn,424,367,0.00028545037876033747,11.774472402922093,0,VBD,2,"{'VBD', 'VBN'}"
president,presid,423,368,0.0002847771467349593,11.777879004365342,0,NNP,2,"{'NN', 'NNP'}"
keep,keep,423,368,0.0002847771467349593,11.777879004365342,0,VB,5,"{'NNP', 'VBP', 'VBZ', 'JJ', 'VB'}"
stood,stood,422,370,0.00028410391470958115,11.781293668778106,0,VBD,6,"{'NNP', 'VBP', 'VBD', 'VBN', 'JJ', 'NN'}"
nor,nor,422,370,0.00028410391470958115,11.781293668778106,1,CC,2,"{'CC', ""''""}"
does,doe,420,372,0.00028275745065882484,11.78814733981917,1,VBZ,3,"{'VBZ', 'NNP', 'NNS'}"
case,case,420,372,0.00028275745065882484,11.78814733981917,0,NN,1,{'NN'}
hold,hold,417,374,0.0002807377545826904,11.79848928404063,0,VB,8,"{'NNP', 'VBP', 'VBD', 'VBN', 'CD', 'JJ', 'VB', 'NN'}"
gentleman,gentleman,417,374,0.0002807377545826904,11.79848928404063,0,NN,4,"{'JJ', 'NNS', 'NN', 'NNP'}"
oclock,oclock,416,376,0.00028006452255731226,11.8019531393442,0,NN,11,"{'VB', 'NNP', 'VBP', 'FW', 'RB', 'RP', 'NNS', 'JJ', 'IN', 'NN', 'MD'}"
jesus,jesus,413,377,0.0002780448264811778,11.812394886065848,0,NNP,3,"{'VB', 'NN', 'NNP'}"
door,door,413,377,0.0002780448264811778,11.812394886065848,0,NN,4,"{'VB', 'NN', 'NNP', 'JJ'}"
side,side,412,379,0.00027737159445579963,11.815892330302074,0,NN,5,"{'RB', 'VBN', 'JJ', 'NN', 'VB'}"
rest,rest,410,380,0.0002760251304050433,11.822912757979847,0,NN,10,"{'NNP', 'VBP', 'FW', 'RB', 'VBN', 'VBD', 'JJ', 'NN', 'VB', 'JJS'}"
persons,person,409,381,0.00027535189837966516,11.826435824543543,0,NNS,1,{'NNS'}
glad,glad,408,382,0.000274678666354287,11.829967515513797,0,JJ,9,"{'NNP', 'VBP', 'VBN', 'NNS', 'VBZ', 'VBG', 'JJ', 'NN', 'VB'}"
means,mean,408,382,0.000274678666354287,11.829967515513797,0,NNS,5,"{'NNP', 'NNPS', 'NNS', 'VBZ', 'NN'}"
started,start,407,384,0.00027400543432890885,11.833507873219045,0,VBD,4,"{'NNP', 'VBP', 'VBD', 'VBN'}"
ten,ten,405,385,0.00027265897027815253,11.840614759713306,0,JJ,14,"{'NNP', 'VBP', 'VBD', 'VBN', 'RB', 'NNS', 'VBZ', ""''"", 'EX', 'CD', 'IN', 'JJ', 'NN', 'VB'}"
prayer,prayer,405,385,0.00027265897027815253,11.840614759713306,0,NN,5,"{'NNP', 'VBN', 'JJ', 'NN', 'VB'}"
child,child,402,387,0.00027063927420201806,11.851341166306364,0,NN,4,"{'VB', 'NN', 'NNP', 'JJ'}"
lady,ladi,401,388,0.0002699660421766399,11.854934431030372,0,NN,3,"{'JJ', 'NN', 'NNP'}"
o,o,399,389,0.00026861957812588364,11.862147921262947,1,NNP,5,"{'NNP', 'PRP', 'JJ', 'IN', 'NN'}"
boy,boy,399,389,0.00026861957812588364,11.862147921262947,0,NN,9,"{'NNP', 'RB', 'VBZ', 'NNS', 'IN', 'UH', 'JJ', 'NN', 'VB'}"
street,street,399,389,0.00026861957812588364,11.862147921262947,0,NN,4,"{'JJ', 'NN', 'NNP', 'VB'}"
light,light,397,392,0.00026727311407512733,11.869397660342335,0,NN,8,"{'NNP', 'VBD', 'VBN', 'JJS', 'JJ', 'NN', 'MD', 'VB'}"
southern,southern,395,393,0.000265926650024371,11.876684014420826,0,NNP,2,"{'JJ', 'NNP'}"
duty,duti,394,394,0.00026525341799899286,11.880341038028917,0,NN,3,"{'VB', 'NN', 'NNP'}"
c,c,394,394,0.00026525341799899286,11.880341038028917,0,NNP,7,"{'NNP', 'VBP', 'NNS', 'VBZ', 'SYM', 'NN', 'VB'}"
high,high,392,396,0.00026390695394823654,11.887683013370085,0,JJ,5,"{'NNP', 'VBP', 'JJ', 'NN', 'VB'}"
canada,canada,391,397,0.0002632337219228584,11.89136806017794,0,NNP,1,{'NNP'}
learned,learn,389,398,0.00026188725787210207,11.898766512499101,0,VBD,4,"{'JJ', 'VBP', 'VBD', 'VBN'}"
service,servic,386,399,0.0002598675617959676,11.909935820217212,0,NN,3,"{'VB', 'NN', 'NNP'}"
sometimes,sometim,380,400,0.00025582816964369866,11.932537249154345,0,RB,6,"{'CC', 'NNP', 'RB', 'VBZ', 'NNS', 'VBP'}"
letter,letter,379,401,0.00025515493761832055,11.9363388193142,0,NN,2,"{'NN', 'NNP'}"
evening,even,378,402,0.0002544817055929424,11.94015043326422,0,NN,4,"{'JJ', 'NN', 'NNP', 'VBG'}"
six,six,378,402,0.0002544817055929424,11.94015043326422,0,CD,3,"{'JJ', 'CD', 'NNP'}"
call,call,376,404,0.0002531352415421861,11.947804005807654,0,VB,6,"{'NNP', 'VBP', 'VBD', 'JJ', 'VB', 'NN'}"
law,law,376,404,0.0002531352415421861,11.947804005807654,0,NN,2,"{'NN', 'NNP'}"
care,care,375,406,0.0002524620095168079,11.951646072102049,0,NN,4,"{'VB', 'NN', 'VBP', 'NNP'}"
rather,rather,375,406,0.0002524620095168079,11.951646072102049,0,RB,3,"{'NNP', 'JJR', 'RB'}"
uncle,uncl,374,408,0.00025178877749142977,11.955498397597655,0,NNP,3,"{'VB', 'NN', 'NNP'}"
york,york,373,409,0.0002511155454660516,11.959361037230055,0,NNP,1,{'NNP'}
thousand,thousand,370,410,0.00024909584938991714,11.97101139696898,0,CD,7,"{'NNP', 'VBP', 'NNS', 'CD', 'JJ', 'NN', 'VB'}"
tried,tri,370,410,0.00024909584938991714,11.97101139696898,0,VBD,3,"{'JJ', 'VBD', 'VBN'}"
purpose,purpos,370,410,0.00024909584938991714,11.97101139696898,0,NN,7,"{'NNP', 'VBP', 'RB', 'VBZ', 'JJ', 'NN', 'VB'}"
students,student,370,410,0.00024909584938991714,11.97101139696898,0,NNS,2,"{'NNS', 'NNP'}"
return,return,369,414,0.000248422617364539,11.974915851424896,0,VB,4,"{'NN', 'VB', 'VBP', 'NNP'}"
ready,readi,369,414,0.000248422617364539,11.974915851424896,0,JJ,4,"{'JJ', 'NN', 'NNP', 'VB'}"
different,differ,368,416,0.0002477493853391608,11.97883090142828,0,JJ,2,"{'JJ', 'NNP'}"
returned,return,367,417,0.00024707615331378267,11.982756604642079,0,VBD,3,"{'JJ', 'VBD', 'VBN'}"
boys,boy,366,418,0.0002464029212884045,11.98669301920125,0,NNS,10,"{'NNP', 'VBP', 'FW', 'VBN', 'NNS', 'VBZ', 'IN', 'JJ', 'NN', 'VB'}"
coming,come,366,418,0.0002464029212884045,11.98669301920125,0,VBG,5,"{'NNP', 'NNS', 'VBG', 'JJ', 'NN'}"
government,govern,365,420,0.00024572968926302635,11.990640203717913,0,NN,2,"{'NN', 'NNP'}"
along,along,365,420,0.00024572968926302635,11.990640203717913,0,IN,5,"{'RP', 'RB', 'JJ', 'IN', 'NN'}"
institution,institut,363,422,0.00024438322521227004,11.998567119489541,0,NN,2,"{'NN', 'NNP'}"
months,month,360,423,0.0002423635291361356,12.010539761155618,0,NNS,2,"{'JJ', 'NNS'}"
position,posit,359,424,0.00024169029711075744,12.01455282366224,0,NN,2,"{'NN', 'NNP'}"
beautiful,beauti,359,424,0.00024169029711075744,12.01455282366224,0,JJ,5,"{'NNP', 'WDT', 'JJ', 'NN', 'VB'}"
faith,faith,355,426,0.00023899736900924483,12.030717643093247,0,NN,7,"{'NNP', 'VBN', 'RB', 'NNS', 'JJ', 'NN', 'VB'}"
water,water,355,426,0.00023899736900924483,12.030717643093247,0,NN,3,"{'JJ', 'NN', 'NNP'}"
spoke,spoke,355,426,0.00023899736900924483,12.030717643093247,0,VBD,7,"{'NNP', 'VBP', 'VBD', 'VBN', 'JJ', 'NN', 'VB'}"
use,use,354,429,0.00023832413698386668,12.034787307402295,0,NN,6,"{'NNP', 'VBP', 'JJ', 'IN', 'NN', 'VB'}"
ladies,ladi,354,429,0.00023832413698386668,12.034787307402295,0,NNS,3,"{'NNS', 'NNP', 'VBZ'}"
blood,blood,354,429,0.00023832413698386668,12.034787307402295,0,NN,3,"{'NN', 'NNP', 'VBD'}"
manner,manner,353,432,0.00023765090495848852,12.038868484214111,0,NN,2,"{'NN', 'NNP'}"
methodist,methodist,353,432,0.00023765090495848852,12.038868484214111,0,NNP,3,"{'JJ', 'NN', 'NNP'}"
cadet,cadet,353,432,0.00023765090495848852,12.038868484214111,0,NN,9,"{'NNP', 'VBP', 'VBD', 'RB', 'VBZ', 'NNS', 'JJ', 'NN', 'VB'}"
character,charact,352,435,0.00023697767293311036,12.042961238847996,0,NN,4,"{'VB', 'NN', 'NNP', 'JJ'}"
feeling,feel,352,435,0.00023697767293311036,12.042961238847996,0,NN,4,"{'JJ', 'NN', 'VBP', 'VBG'}"
small,small,351,437,0.0002363044409077322,12.047065637180731,0,JJ,3,"{'JJ', 'NN', 'NNP'}"
sold,sold,351,437,0.0002363044409077322,12.047065637180731,0,VBN,4,"{'VB', 'NNP', 'VBD', 'VBN'}"
subject,subject,349,439,0.0002349579768569759,12.05530963127564,0,NN,5,"{'NNP', 'VBP', 'JJ', 'NN', 'VB'}"
doing,do,349,439,0.0002349579768569759,12.05530963127564,1,VBG,2,"{'JJ', 'VBG'}"
reached,reach,346,441,0.00023293828078084142,12.067764629848568,0,VBD,3,"{'JJ', 'VBD', 'VBN'}"
